index,company,category,training/test,description
652,フロイント産業株式会社,medical,training,  医薬品 や 食品 および 、 ファインケミカル 向け に造 粒 装置 や コーティング 装置 、 錠剤 印刷 装置 、 試験 ・ 測定機 器 など の 製造 ・ 販売 を 手掛ける 。 主 な 製品 に 「 Granuformer 」 「 HICOATER FZ 」 「 TABREX Rev .」 が あり 、 粉粒体 機械 プラント 工事 や 計器 や 部品 の 販売 も 行う 。 また 、 化成 品 部門 として 医薬品 添加 
653,クオリテックファーマ株式会社,medical,training,  ロート製薬株式会社 の 子会社 で 、 医薬品 や 医薬部外品 から 化粧品 や 健康食品 など の 開発 および 製造 受託 を 行う 
654,東亜薬品株式会社,medical,training,  医療 用 医薬品 や 一般用医薬品 および 配置 薬 の 開発 および 製造 を 行う 。 配置 薬 「 かぜピラ 」 や 外用 液剤 など を 製造 
655,第一三共バイオテック株式会社,medical,training,  第一三共 グループ の 会社 で 、 主 に インフルエンザ や 麻疹 の ワクチン の 製造 を 手がける 。 無菌 充填 設 
656,富士化学工業株式会社,medical,training,  胃腸薬 など で 使わ れる 制 酸 剤 「 ノイ シリン 」 や 、 賦形剤 「 フジ カリン 」 「 エフメルト 」 など の 原 薬 の 製造 および 卸売 を 行う 。 また 、 アスタ 
657,ユーシービージャパン株式会社,medical,training,  ベルギー に 本社 が ある UCB 社 の 日本法人 。 中枢神経系 および 免疫 ・ 炎症 領域 に 特 化 し た バイオファーマ 。 中枢神経系 で は 、 世界中 で 知ら れ て いる 抗 てんかん 剤 ケプラ が あり 、 日本 で は 「 イーケプラ ® 」 の ブランド名 で 2010年 9月 に 大塚製薬株式会社 から 発売 し て いる 。 2013年 5月 に は 「 4歳 以上 の 適応 」 を 追加 取得 し 、 さらに 2013年 6月 に は 、 「 イーケプラ ® ドライ シロップ 50% 」 （ てん 
658,常盤薬品工業株式会社,medical,training,  ノエビアホールディングス の 子会社 で ある 。 「 南天 のど飴 」 を はじめ と する 医薬品 ・ 医薬部外品 や 、 健康 ・ 美容 を サポート する 機能性 食品 を 開発 、 販売 を 行う 。 置き薬 も 扱う 。 化粧 
659,株式会社エーピーアイコーポレーション,medical,training,  医薬 原 薬 ・ 医薬 中間体 の 製造 ・ 出荷 など の ヘルスケア 事業 を 主力 事業 と し て いる 会社 。 サリチル酸 ナトリウム ・ サリチル酸 グリコール を は 
660,第一三共ヘルスケア株式会社,medical,training,  「 ルル アタック EX 」 など の 総合 風邪薬 や 「 ガスター 10 」 など の 胃薬 、 「 ロキソニンS 」 など の 解熱 鎮痛 薬 を はじめ と し た 医薬品 や 、 歯磨き粉 など の 医薬部外品 など 
661,シーメンスヘルスケア・ダイアグノスティクス株式会社,medical,training,  ｢ イムノ プレックス ｣ や ｢ Atellica 1500 ｣ など の 体外 診断 用品 や 医療 用具 、 
662,大原薬品工業株式会社,medical,training,  抗がん剤 や 白血病 治療 薬 、 また 、 抗 パーキンソン病 薬 など 稀少 疾病 用 医薬品 の 開発 と 医療過誤 防止 に 焦点 を あて た アドバンストジェネリック の 開発 に 取り組む 。 世 
663,富山小林製薬株式会社,medical,training,  小林製薬株式会社 の グループ会社 で あり 、 医薬品 や 芳香剤 、 衛生 関連 品 、 そのほか 健康食品 や 化粧品 など の 製造 および 販 
664,日本農薬株式会社,medical,training,  主力 事業 で ある 農薬 事業 を 中心 に 、 化学品 事業 として 医薬品 、 動物用医薬品 や 住宅 関連 薬剤 など も 取扱う 農薬 メーカー 。 水稲 用 殺虫剤 や 雑草 を 防ぐ 除草剤 など 農産物 や 用途 に 合わせ て 様々 な 農薬 を 製造 販売 し て いる 。 国内 だけ で なく 、 海外 に も 事業 を 展開 し て おり 、 農薬 の 売上高 は 国内 より も 海外 の 方 が 高い 。 アメリカ において 直販 会社 を 運営 する 他 、 ブラジル 、 インド 、 ヨーロッパ 、 マレーシア で 商品 を 製造 販売 し て いる 。 
665,日本製薬株式会社,medical,training,  免疫グロブリン 製剤 「 グロ ベニン - Ｉ 」 や 血液 凝固 阻止 剤 「 ノンスロン 」 など の 医薬品 の 開発 や 製造 、 販売 を 行う 。 また 、 アルブミン 製剤 や 胃 蠕動 運動 抑制剤 、 経口腸管洗浄剤 ならび に 急性 循環 不 
666,テイカ製薬株式会社,medical,training,  胃腸薬 「 新 ピタリ 丸 」 や かぜ薬 「 カゼアウト 」 など の 製造 を 行っ て いる 。 また 、 目薬 や 健康 ドリンク など の ヘルスケア 
667,三笠製薬株式会社,medical,training,  医療 関係者 向け の 経口 薬 や 外用 剤 、 坐薬 など の 製造 および 卸売 を 行っ て いる 。 抜歯 後 疼痛 治療 剤 「 トアラセット 配合 錠 」 や 骨粗鬆症 治 
668,長生堂製薬株式会社,medical,training,  日本調剤 会社 株式会社 の 子会社 として 、 主として ジェネリック医薬品 の 製造 と 販売 を 行う 。 そのため の 研究所 も あり 、 自社 ブランド の ジェネリック 医薬 
669,日本ジェネリック株式会社,medical,training,  ジェネリック医薬品 に 特 化 し た 医療 用 医薬品 の 製造 および 販売 、 品質管理 を 
670,和興フィルタテクノロジー株式会社,medical,training,  オイル フィルタ や エコ フィルタ など の 自動車 用 フィルタ の 製造 及び 卸売 を 行っ て いる 。 また 、 産業 エンジン フィルタ 
671,サンノーバ株式会社,medical,training,  医療 用 医薬品 を 始め として 一般用医薬品 など の 医薬品 製造 受託 企業 で ある 。 さらに 処方 設計 から 治験 薬 製造 、 分析 法 開発 など 開発 初期 段階 から 申請 
672,四国明治株式会社,medical,training,  株式会社明治 の 四国 エリア を 担当 する グループ会社 で 、 「 明治おいしい牛乳 」 「 明治プロビオヨーグルトR-1 」 「 カ 
673,協和ファーマケミカル株式会社,medical,training,  医薬品 原液 ・ 中間体 、 ビタミン など の ファインケミカル の メーカー として 創業 し 、 2007年 に 協和発酵バイオ の 完全子会社 と なる 。 近年 は 医薬品 の 受託 製造 を 主 に 行っ て いる 研究 型 開発 製造メーカー 。 プロスタグランジン 類 の 合成 研究 ・ 開発 により 、 分娩 促進 剤 や 眼 圧 を 下げる 点眼薬 など として 幅広く 使用 さ れ て おり 、 米国 など 世界各国 の 製薬会社 に 原 薬 を 供給 し て い 
674,キョーリンリメディオ株式会社,medical,training,  ジェネリック医薬品 の 開発 から 分析 、 卸売 まで を 一貫 し て 請け負う 。 また 、 開発 部門 において は 、 固形 剤 
675,田村薬品工業株式会社,medical,training,  解熱 鎮痛剤 の 「 ツーシン 」 など の 医薬品 や 「 イソビタン A Ⅱ 」 など の 医薬部外品 、 「 タムラ DHA 」 など の 健康食品 を 製造 し て いる 。 一方 で 、 自社 製品 の 製造 技術 を 
676,日立化成ダイアグノスティックス・システムズ株式会社,medical,training,  臨床検査 において 、 血液 や 尿 の 検査 を 行う 際 に 使用 さ れる 体外診断用医薬品 や 、 検査 を 効率的 に 行う ため の 自動 分析 装置 を 開発 ・ 製 
677,明祥システム株式会社,medical,training,  主 に 医療機関 等 へ ワクチン や 医療 材料 ならび に 検査 試薬 等 の 販売 を 手掛ける 。 また 医療機関 の 開設 や 医薬品 の 在庫管理 システム の 提案 
678,新日本製薬株式会社,medical,training,  スキンケア ブランド 「 パーフェクトワン 」 として 「 複合型 コラーゲン EX 」 など の 保 湿 成分 を 配合 し た 各種 スキンケア 商品 、 ベース メイク や ヘアケア 商品 の 開発 や 品質管理 など を 行う 。 また 、 肌荒れ や 
679,名糖産業株式会社,medical,training,  「 アルファベット チョコレート 」 など の チョコレート や 、 粉末 の ロイヤルミルクティー 及び レモネード 、 バウムクーヘン 、 ゼリー 、 アイスクリーム など の 製造 や 販売 を 手掛ける 。 その他 、 のど飴 を はじめ と する キャンディ や 水分補給 飲料 など の 栄養 食品 の 製造 や 販売 も 行う 。 また 、 化成 品 事業 として レンネット や リパーゼ 、 デキストラン および 香料 
680,アリメント工業株式会社,medical,training,  健康食品 や 栄養 食品 、 特定保健用食品 や 機能性表示食品 、 サプリメント の OEM 製造 を 行う 会社 。 他 に も 、 医薬品 の 開発 や カ 
681,イーエヌ大塚製薬株式会社,medical,training,  手術 後 など の 理由 で 、 口 から 十分 に 食事 を 摂取 でき ない 場合 に 用いる 経 腸 栄養剤 の 製造 、 販売 を 行う 。 「 ラコール NF 配合 経 腸 用 液 」 の 他 「 ツイン ライン NF 配合 
682,アルプス薬品工業株式会社,medical,training,  合成 医薬品 や 生薬 および 漢方 エキス の 生産 と 販売 を 行っ て いる 。 また 、 天然 色素 など の 食品添加物 や 化粧品 原料 など の 
683,みらかホールディングス株式会社,medical,training,  純粋持株会社 で ある みらかホールディングス株式会社 、 富士レビオ 株式会社 、 日本 三 大 臨床検査 センター の 1つ で ある 株式会社エスアールエル 及び その 子会社 ・ 関連会社 により 構成 さ れ て いる 。 事業 として は 、 受託 臨床検査 事業 、 臨床検査 薬 事業 、 ヘルスケア 関連 事業 を 行っ て いる 。 医療 業界 の 中 でも 随一 の 売上高 を 誇っ て おり 、 日本国内 のみ なら ず 世界 100 カ国 以上 
684,千代田工商株式会社,medical,training,  千代田化工建設株式会社 が 海外 進出 する 際 に 、 国内 工事 を 遂行 する 企業 として 設立 さ れ た 。 国内 の 石油 や ガス 、 石油化学 、 医薬品 や 、 環境保全 、 一般 産業機械 など 幅広い 分野 の 事業 を 行う 。 エンジニアリング 技術 を 基礎 と 
685,生晃栄養薬品株式会社,medical,training,  医療 用 医薬品 、 一般用医薬品 など の 固形 の 内服薬 の 製造 ・ 開発 を 行っ て いる 。 70年 以上 の 歴史 を 持ち 、 小規模 の 開発 から 大 
686,わかもと製薬株式会社,medical,training,  眼科 手術 補助 剤 ・ 眼科 用 副腎皮質ホルモン 剤 「 マキュエイド 眼 注 用 40m g 」 など の 医薬品 や 、 サプリメント 「 オプティエイド 」 シリーズ など の 製造 および 販売 を 行う 。 また 、 医薬品 原料 の 販売 や 受託 製造 加工 も 請け負う 。 さらに 、 ヘルスケア 用品 として 、 胃腸薬 「 強力 わ かも 
687,株式会社アンズコーポレーション,medical,training,  OEM 生産 として は 、 ロート製薬 製品 を 扱っ て いる 他 、 企画 から 生産 まで の 一貫 生産 の 特性 を 生かし た オリジナル ブランド の 受 
688,メルクバイオファーマ株式会社,medical,training,  ドイツ の 医薬品 企業 メルク 社 の 日本法人 で 、 がん 治療 薬 ・ 不妊 治療 薬 を 中心 に 新薬 の 研究開発 に 取り組ん で いる 。 その他 に 、 神経 変 
689,カイゲンファーマ株式会社,medical,training,  医療 用 および 一般 用 の 医薬品 、 医薬部外品 、 健康食品 、 医療機器 など の 製造 や 販売 ならび に 輸出入 を 行う 。 X線 造影剤 、 アルギン酸 を 原料 と 
690,湧永興農株式会社,medical,training,  湧永製薬株式会社 の 関連会社 で 、 風邪薬 など の 一般 医薬品 や 、 健康食品 の 製造 および 販売 を 行 
691,辰巳化学株式会社,medical,training,  ジェネリック医薬品 を 開発 および 製造 を 手掛ける 。 関連会社 や 他社 の 販売 代理 店 に 医薬品 を 卸売 し て 
692,大内新興化学工業株式会社,medical,training,  主 に 化学 薬品 の 製造 ・ 販売 を 行う 。 取り扱う 化学 薬品 は 加 硫 促進 剤 や 老化 防止 剤 等 の ゴム 用 の 薬品 が 中心 で あ 
693,株式会社池田模範堂,medical,training,  かゆみ止め クリーム 「 ムヒ S 」 や 虫よけ 剤 を 中心 に 、 医薬品 の 製造 を 中心 に 行う 。 また 、 キャラクター の イラスト が 入っ 
694,湧永製薬株式会社,medical,training,  AGE （ 熟成 ニンニク 抽出 液 ） を 主原 料 と し た 滋養 強壮 剤 レオピンシリーズ 「 キヨーレオピン 」 を 主力 と する 大衆薬 メーカー 。 1972年 米国 に 現地法人 ワクナガ・オブ・アメリカ ( WOA ) を 設立 、 キョー リック ( KYOLIC ) ブランド として 、 2016年 時点 で は 世界 50 か国 以上 で 販売 し て いる 。 広島 事業所 で は 、 医薬品 や 健康補助食品 、 試薬 ・ 診 
695,ギリアド・サイエンシズ株式会社,medical,training,  主 に 、 医療 用 医薬品 の 製造 ・ 販売 を 行っ て いる 会社 。 また 、 新薬 の 研究 ・ 開発 事業 や 、 偽造 医薬品 の 対策 も 手 
696,銀座ステファニー化粧品株式会社,medical,training,  化粧品 や 健康食品 および 医薬部外品 など の 製造 や 輸出入 、 販売 を 手掛ける 。 主 に 、 プラセンタ 原液 や 化粧水 、 美容液 および クッション ファンデーション 
697,バルサン株式会社,medical,training,  レック株式会社 の 関連会社 として 、 家庭 用 および 業務用 の くん 煙 殺虫剤 
698,岩城製薬株式会社,medical,training,  ジェネリック薬 など の 医療 用 医薬品 や うがい 薬 など の 一般用医薬品 、 原料 用 医薬品 、 ファインケミカル 製品 など の 製造 および 卸売 を 行う 。 ま 
699,株式会社ＤＮＰファインケミカル,medical,training,  製品 カテゴリー は ディスプレイ 材料 、 機能性 材料 、 記録 材料 、 分散 加工 材料 、 電子 工業 用材 料 、 医療 材料 の 6つ に 分かれる 。 ディスプレイ 材料 は 液晶ディスプレイ の カラーフィルター と 透明 材料 、 機能性 材料 は タッチパネル や LCD の 絶縁 材料 と UV 硬化 型 樹脂 、 記録 材料 は インクジェットプリンター 用 の インク 、 分散 加工 材料 は 各種 分散 体 
700,有機合成薬品工業株式会社,medical,training,  日持ち 向上 剤 や 調味 料 として 食品 に 用い られる グリシン など の アミノ酸 の 製造 ・ 販売 を 手掛ける 。 また 、 タイヤ コード 接着剤 原料 や シリコン 化合物 など の 工業 用 機能性 材料 の 原料 、 農薬 ・ 飼料 など の 農 工業製品 の 製造 や 販売 も 行う 。 さらに 、 抗 ヘパリン 薬 の 硫酸 プロ タミ 
701,ミヤリサン製薬株式会社,medical,training,  酪酸菌 で ある 「 宮入 菌 」 を 使用 し て 医薬品 の 製造 と 販売 を 行っ て いる 。 一般用医薬品 の 「 新 ミヤリサンアイジ 整 腸 薬 」 や 
702,株式会社シノテスト,medical,training,  血清学 的 検査 や 血液 的 検査 など の 臨床検査 の ほか 、 生化学 的 検査 など の 研究 検査 を 請け負っ て いる 。 また 医療施設 向け 臨 
703,株式会社大石膏盛堂,medical,training,  「 冷感 ユーシップ MS 」 など の パップ 剤 や 、 「 ビーエスバン FR テープ V 」 など の テープ 剤 など 一般 医薬品 の 製造 と 販売 を 行う 。 また 、 「 
704,第一三共エスファ株式会社,medical,training,  第一三共 グループ の 国内 子会社 で 、 ジェネリック医薬品 事業 を 展開 する 。 薬剤 取違え 防止 や 飲み 間違い など に よ 
705,日本薬品工業株式会社,medical,training,  日本ケミファ グループ の 生産拠点 として 、 ジェネリック医薬品 を 中心 に 製造 ・ 販売 し て いる 。 主 に 、 
706,仙台小林製薬株式会社,medical,training,  小林製薬株式会社 の 主要 商品 で ある 芳香剤 「 ブルーレット 」 や 「 アイボ 
707,森下仁丹株式会社,medical,training,  ヘルスケア 製品 「 メディケア シリーズ 」 など の 製造 および 販売 を 行う 。 また 、 シリーズ 製品 に は 口唇炎 ・ 口角炎 治療 薬 「 デンタルピルクリーム 」 、 日焼け ・ 火傷 治療 薬 「 パンパス 軟膏 」 、 医療 パッド 「 ハイドロ ウェット 」 など も 取り扱う 。 さらに 、 口中 清涼 剤 「 仁丹 」 、 のど飴 「 梅 仁丹 」 、 機能性表示食品 「 ヘルスエイドビフィーナ 
708,東洋カプセル株式会社,medical,training,  カプセル の 充填 や ハード カプセル ・ 錠剤 の 製造 を 中心 に 、 医薬品 や 栄養 補助 剤 、 食品 の 製造 と 販 
709,ＣＳＬベーリング株式会社,medical,training,  献血 で 得 られ た 血液 を 遠心 分離 し 、 血漿 成分 を 蓄え て 治療 に 有用 な タンパク質 を 精製 し た 血漿 分 画 製剤 の 製造 が 得意分野 。 その 
710,マイラン製薬株式会社,medical,training,  ジェネリック医薬品 や 新薬 の 製造 および 販売 の ほか 輸入 を 行っ て いる 。 主 に がん や 感染症 、 メタボリ 
711,株式会社医学生物学研究所,medical,training,  自己免疫疾患 検査 薬 や がん 関連 検査 試薬 など の 免疫 血清学 検査 試薬 に 加え て 、 感染症 検査 試薬 など の 遺伝子検査 試薬 の 研究 および 製造 、 販売 を 行う 臨床検査 薬 事業 を 手掛ける 。 また 、 研究 用 の 抗体 や キット の ほか 、 T細胞 の 検出 に 用いる MHC テトラマー など の テトラマー 試薬 の 開発 や 製造 、 販売 を 手掛ける LSTR 事業 も 行う 
712,ジャパンワクチン株式会社,medical,training,  グラクソ・スミスクライン 株式会社 と 第一三共株式会社 と の 共同出資 会社 として 、 予防 ワクチン の 臨床 開発 ・ 販売 を 行っ て いる 
713,リバテープ製薬株式会社,medical,training,  医薬品 と 医薬部外品 の 開発 製造 販売 を 行う 。 フレックス ケア を はじめ と する 、 救急絆創膏 や 防水 パット 等 の 製品 を 取 
714,ノーベルファーマ株式会社,medical,training,  2003年 創業 の 創薬 ベンチャー企業 。 既存 の 製薬会社 が 手がけ ない アンメットニーズ 医薬品 （ まだ 有効 な 治療 法 が 確立 さ れ て い ない 医療 分野 や 疾患 ） の 研究開発 に 特 化 し て いる 。 同業他社 が 研究 成果 や 学会発表 を もと に 医薬品 の 開発 に 着手 する の と 異なり 、 患者 団体 や 医療機関 の 要望 を リサーチ する 。 研究所 ・ 工場 は 持た ず 大学 など の 研究 機関 に 委託 し 、 製造 
715,救急薬品工業株式会社,medical,training,  湿布 など に 使用 さ れる 、 鎮痛 消炎 効果 が ある 貼付 剤 の パップ 剤 ・ プラスター 剤 を 製造 する 会社 。 また 、 全身 作用 型 テープ 剤 
716,株式会社日本点眼薬研究所,medical,training,  ジェネリック医薬品 を 中心 と し た 点眼薬 や 体外診断用医薬品 、 医療 用 機器 の 研究開発 、 製造 ・ 販売 を 行う メーカー で ある 。 また 、 「 PF 
717,ダイヤ製薬株式会社,medical,training,  多 機能 パップ 剤 など の 経 皮 吸収 医薬品 の 製造 や 販売 を 行う 。 また 、 貼る 化粧水 など の 化粧品 の 製造 や 販売 も 手掛け て いる 。 その他 、 
718,日本チバガイギー株式会社,medical,training,  スイス を 本拠地 と する 、 ノバルティス 株式会社 の 子会社 として 、 日本国内 向け に 医薬品 の 製造 を 手掛け て いる 。 また 、 兵庫県篠山市 に 工 
719,シスメックス国際試薬株式会社,medical,training,  シスメックス株式会社 の 子会社 で あり 、 臨床検査 用 試薬 の 製造 および 販売 を 行う 。 取り扱う 試薬 は 化学 材料 試薬 や 生化学 、 免疫 
720,日水製薬株式会社,medical,training,  微生物学 的 診断 用 薬 や 免疫 血清学 的 診断 用 薬 といった 臨床 診断 薬 の 他 、 微生物学 的 検査 薬 や 免疫 血清学 的 検査 薬 など の 産業 検査 薬 の 製造 および 販売 を 行う 。 また 、 海外 で は 臨床 診断 薬 事業 に関する 抗体 OEM ビジネス を 行う 他 、 菌 数 測 
721,株式会社ポーラファルマ,medical,training,  ニキビ や 水虫 など 、 皮膚 関連 領域 の 疾患 に関する 基礎研究 を 行う 。 また 、 医薬品 や 化粧品 の 開発 ・ 販売 も 手掛け て おり 、 生産 は 主 に 「 株式会社 
722,藤本製薬株式会社,medical,training,  再発 ・ 難治 性 の 多発性骨髄腫 や 、 抗 らい 性 結節性紅斑 剤 の 治療 薬 の サリドマイド 製剤 の 製造 ・ 販売 を 行う 。 また 、 便秘 治療 
723,室町ケミカル株式会社,medical,training,  医薬品 の 製造 ・ 卸売 、 イオン交換樹脂 や 給排水 処理 装置 の 設計 ・ 卸売 など を メイン 事業 として 手掛け て いる 。 また 
724,明治薬品株式会社,medical,training,  一般 医薬品 を 中心 として 、 医薬品 や 工業 薬品 の 製造 ・ 販売 を 行っ て いる 。 また 、 美容 関連 を 中心 と し た 独自 の サプ 
725,東光薬品工業株式会社,medical,training,  ラクール グループ の 中核 会社 で 、 グループ 製品 の 総合 的 な 企画 や 研究開発 、 製造 および 卸売 を 行う 。 消炎 鎮痛剤 や ステロイド剤 、 保 湿 剤 
726,十全化学株式会社,medical,training,  医薬品 原 薬 および 中間体 の 製造 を 請け負う 。 また 、 治験 薬 の 受託 製造 等 の 医薬品 の 開発支援 および 原 薬 
727,光製薬株式会社,medical,training,  ｢ ガドテリドール 静 注 シリンジ ｣｢ レボフロキサシン 点滴 静 注 バッグ 500m g ｣ など を の 医薬品 を 製造 し て いる 。 また 、 ｢ アレン ドロ 
728,株式会社伏見製薬所,medical,training,  工業 薬品 、 医薬品 を 取り扱う 会社 。 製造 販売業 ( 医薬品 、 工業 薬品 、 食品 、 その他 ) が 主 な 事業 で 、 安息香酸 ・ 安息香酸ナトリウム （ 保存 剤 ・ 防腐剤 ） や X線 造影剤 （ 硫酸バリウム ） といった 国内 トップ シェア の 商品 を 持つ 。 同時に 多 糖類 、 微生物 、 植物 へ と 研究 の 領域 を 広げ 、 近年 は 有機 ・ 無機化学 製品 を 柱 に 化粧 用 パフ 
729,株式会社アラクス,medical,training,  一般用医薬品 を 中心 に 医薬品 の 製造 ・ 卸売 を 手がける 。 頭痛薬 「 ノーシン 」 や 生理痛 薬 「 ノーシンピュア 」 など が 主 
730,株式会社エヌ・エム・アイ,medical,training,  調剤薬局 の 経営 、 医薬品 の 販売 、 介護用品 の レンタル 及び 販売 を 行う 会社 。 上質 な 医療 を 提供 し 、 信頼 さ れ 選ば れる 「 かかりつけ 薬局 」 を 目指し 、 地域医療 ・ 介護 に 貢献 する という 理念 を 持つ 。 調剤薬局 の 経営 以外 に も 、 家庭 を 中心 と し た 日常生活 の 場 で 、 必要 な 医療 および 看護 ・ 介護 が 行わ れる よう に 在宅 サービス の 拡充 を 図っ て いる 
731,備前化成株式会社,medical,training,  医薬品 を はじめ 、 医薬部外品 や 健康食品 素材 、 健康食品 の 研究 から 製造 ・ 販売 を 手掛け て いる 。 原材料 から 製品 の パッケージ まで 、 一貫 し て 自社 
732,クロレラ工業株式会社,medical,training,  単細胞 緑藻 クロレラ を 使用 し た 健康食品 や 医用 部外 品 など の 製造 と 販売 を 行う 。 また 、 土壌改良 剤 や 葉 面 散布 
733,井藤漢方製薬株式会社,medical,training,  漢方 を 取り入れ た 医薬品 や 、 医薬部外品 ・ 化粧品 および 健康食品 など の 製造 ・ 販売 を 行っ て いる 会社 。 「 葛根湯 エキス 顆粒 」 「 セ 
734,東邦ホールディングス株式会社,medical,training,  事業持株会社 で ある 東邦ホールディングス株式会社 は 、 医薬品 卸売 事業運営 会社 の 東邦薬品株式会社 、 調剤薬局 事業 管理会社 の ファーマクラスター 株式会社 という ２つ の 事業会社 を 中核 と し 、 医療 、 健康 、 介護 分野 に 携わっ て いる 。 他 に も 、 医療機関 の 委託 で 治験 事業 を 展開 し て いる 。 複数 の 事業 の 中 で も 特に 、 卸 業 で の 収益 が 高く 、 国内 医薬品 卸 業界 で は 4番手 の 売り上げ を 誇る 。 医薬品 卸 として の 機能 だ 
735,ビオフェルミン製薬株式会社,medical,training,  整腸剤 「 新 ビオフェルミン S 」 「 ビオフェルミン 便秘 薬 」 といった 「 ビオフェルミン 」 シリーズ の 医薬品 や 指定医薬部外品 の 製造 ・ 販売 を 手がける 。 また 、 動物用医薬品 や 農薬 、 化粧品 および 医療機器 の 製造 ・ 販売 も 行う 。 さらに 、 食品 や 飲料 品 、 食品添加物 など の 
736,シオノケミカル株式会社,medical,training,  ジェネリック医薬品 の 製造 ・ 製品 開発 ・ 企画 ・ 国内 だけ で なく 世界各国 から 200 品目 以上 の 原 薬 輸入 を 行う 会社 で ある 
737,ＳＢＩホールディングス株式会社,medical,training,  証券 ・ 銀行 ・ 保険 といった 金融サービス 事業 、 国内外 の IT 、 バイオ 、 環境 ・ エネルギー 及び 金融 関連 の ベンチャー企業 など へ の 投資 や 資産運用 を 行う アセットマネジメント 事業 、 医薬品 、 健康食品 及び 化粧 品等 の 開発 ・ 販売 を 行う バイオ 関連 事業 の 3つ を 中心 に 、 幅広い 事業 を 行っ て いる 。 ソフトバンク の 中間持株会社 として 設立 さ れ た 会社 で ある が 、 2006年 に ソフトバンク が 保有 し て い た 株式 を 全て 売却 し 、 資本 関係 を 解消 さ せ 、 
738,皇漢堂薬品株式会社,medical,training,  風邪薬 や ビタミン剤 、 下痢 薬 など の 一般用医薬品 を 製造 する 。 製造 設備 の 集約 化 を 進め て 製造工程 を コンピュータ で チェック し て 、 原 材 
739,吉田製薬株式会社,medical,training,  酸化マグネシウム 錠 「 ヨシダ 」 や 、 ヘキザック 各種 製剤 や 逆 性 石 ケン 液 各種 製剤 など の 殺菌 消毒 剤 の 製造 ・ 販売 を 行っ て いる 会社 。 また 、 ポピ 
740,株式会社パナケイア製薬,medical,training,  医薬品 や 健康食品 の 開発 および 製造 を 手掛ける 。 錠剤 や 顆粒 、 その他 の 剤 型 の 製剤 など を 取り扱っ て おり 、 製 
741,武田ヘルスケア株式会社,medical,training,  京都府 を 拠点 に 、 武田コンシューマーヘルスケア株式会社 の グループ 企業 
742,極東製薬工業株式会社,medical,training,  体外診断用医薬品 の 臨床検査 試薬 や 細菌 検査 用 培地 ・ 試薬 を 始め 、 医療 用 器材 や 細胞培養 関連 等 の バイオ 関連 製品 の 製造 と 販売 を 行っ て いる 。 細菌 検査 用 生 培 
743,シミズ薬品株式会社,medical,training,  医薬品 や 健康食品 、 化粧品 など を 販売 する ドラッグストア 「 ダックス 」 を 京都府内 を 中心 に 展開 し 
744,塩野香料株式会社,medical,training,  香料 の 製造 販売 ・ 輸出入 を 中心 として 、 化成 品 ・ 飲食料品 や 、 医薬品 ・ 工業 薬品 その他 化学 製品 の 製造 ・ 販売 を 行う 。 飲料 、 冷菓 など 
745,大幸薬品株式会社,medical,training,  軟便 や 下痢 など に 作用 する 「 正露丸 」 「 セイロガン 糖衣 A 」 や 水 なし で 飲める 下痢 止め 薬 「 ぴしゃっと 下痢 止め OD 錠 」 など の 一般用医薬品 を 製造 し 、 販売 する 。 また 、 医薬部外品 「 ラッパ 整 腸 薬 BF 」 や 食品添加物 アルコール 製剤 「 クレベ ＆ アンド 」 、 一般 用 衛星 管理 製品 「 クレベリン 」 など 
746,藤本化学製品株式会社,medical,training,  医薬品 原 薬 や 医薬 中間体 の 研究 ・ 開発 ・ 製造 を 主力 事業 として 行う 会社 で ある 。 また 、 化粧品 原料 や 食品添加物 、 工業 薬品 な 
747,ジエーピーエス製薬株式会社,medical,training,  ドラッグストア および 薬局 向け や 日本 薬局 製剤 研究会 会員 向け の 医療 品 、 ならびに 医療 用 医薬品 の 製品 開発 や 製造 お よ 
748,日東薬品工業株式会社,medical,training,  一般 医薬品 、 機能性 食品 を 開発 ・ 製造 する 製薬会社 の 自社工場 。 創業 当初 から 乳酸菌 の 研究 を 続け て おり 、 納豆菌 や ビフィズス菌 など の 菌 末 も 
749,新新薬品工業株式会社,medical,training,  消炎 鎮痛 薬 など の 医薬品 の 受託 製造 や 受託 開発 、 卸売 等 を 行っ て いる 。 また 、 動物 用 医薬 
750,中山商事株式会社,medical,training,  さまざま な 研究施設 、 工場 、 大学 、 医療機関 等 に 基礎研究 用 試薬 や 理化学 機器 を 販売 する 専門商社 。 製品 の 提案 から 販売 、 納品 、 事後 サポート まで 一貫 し て 行い 、 全国 13 営業所 と 茨城県 日立 の 配送 センター を 活用 し 、 迅速 かつ 的確 な 対応 で 顧客 の 信頼性 を 得 て いる 。 また 、 グループ会社 の 中山 テクノス で は 、 廃水 処理 装置 、 システム設計 ・ 施工 、 特 
751,エフピー株式会社,medical,training,  抗 多発性骨髄腫 剤 など を 製造 し て いる 藤本製薬株式会社 の グループ会社 で 、 医薬品 の 製造 販売 、 
752,株式会社近江兄弟社,medical,training,  外皮 用 薬 で ある 「 メンターム 」 を 中心 と し た 、 薬用 リップスティック など 多数 の 医薬品 や 医薬部外品 の 製造 及び 販売 を 行う 。 その他 
753,鶴原製薬株式会社,medical,training,  ジェネリック医薬品 を 中心 に 、 医薬品 の 開発 及び 製造 ・ 卸売 を 行なっ て いる 。 300種 類 以上 の 自社 ブランド の 製品 
