index,company,category,training/test,description
680,アリメント工業株式会社,medical,training,健康食品や栄養食品、特定保健用食品や機能性表示食品、サプリメントのOEM製造を行う会社。他にも、医薬品の開発やカ
681,イーエヌ大塚製薬株式会社,medical,training,手術後などの理由で、口から十分に食事を摂取できない場合に用いる経腸栄養剤の製造、販売を行う。「ラコールNF配合経腸用液」の他「ツインラインNF配合
682,アルプス薬品工業株式会社,medical,training,合成医薬品や生薬および漢方エキスの生産と販売を行っている。また、天然色素などの食品添加物や化粧品原料などの
683,みらかホールディングス株式会社,medical,training,純粋持株会社であるみらかホールディングス株式会社、富士レビオ株式会社、日本三大臨床検査センターの1つである株式会社エスアールエル及びその子会社・関連会社により構成されている。事業としては、受託臨床検査事業、臨床検査薬事業、ヘルスケア関連事業を行っている。医療業界の中でも随一の売上高を誇っており、日本国内のみならず世界100カ国以上
684,千代田工商株式会社,medical,training,千代田化工建設株式会社が海外進出する際に、国内工事を遂行する企業として設立された。国内の石油やガス、石油化学、医薬品や、環境保全、一般産業機械など幅広い分野の事業を行う。エンジニアリング技術を基礎と
685,生晃栄養薬品株式会社,medical,training,医療用医薬品、一般用医薬品などの固形の内服薬の製造・開発を行っている。70年以上の歴史を持ち、小規模の開発から大
686,わかもと製薬株式会社,medical,training,眼科手術補助剤・眼科用副腎皮質ホルモン剤「マキュエイド眼注用40mg」などの医薬品や、サプリメント「オプティエイド」シリーズなどの製造および販売を行う。また、医薬品原料の販売や受託製造加工も請け負う。さらに、ヘルスケア用品として、胃腸薬「強力わかも
687,株式会社アンズコーポレーション,medical,training,OEM生産としては、ロート製薬製品を扱っている他、企画から生産までの一貫生産の特性を生かしたオリジナルブランドの受
688,メルクバイオファーマ株式会社,medical,training,ドイツの医薬品企業メルク社の日本法人で、がん治療薬・不妊治療薬を中心に新薬の研究開発に取り組んでいる。その他に、神経変
689,カイゲンファーマ株式会社,medical,training,医療用および一般用の医薬品、医薬部外品、健康食品、医療機器などの製造や販売ならびに輸出入を行う。X線造影剤、アルギン酸を原料と
690,湧永興農株式会社,medical,training,湧永製薬株式会社の関連会社で、風邪薬などの一般医薬品や、健康食品の製造および販売を行
691,辰巳化学株式会社,medical,training,ジェネリック医薬品を開発および製造を手掛ける。関連会社や他社の販売代理店に医薬品を卸売して
692,大内新興化学工業株式会社,medical,training,主に化学薬品の製造・販売を行う。取り扱う化学薬品は加硫促進剤や老化防止剤等のゴム用の薬品が中心であ
693,株式会社池田模範堂,medical,training,かゆみ止めクリーム「ムヒS」や虫よけ剤を中心に、医薬品の製造を中心に行う。また、キャラクターのイラストが入っ
694,湧永製薬株式会社,medical,training,AGE（熟成ニンニク抽出液）を主原料とした滋養強壮剤レオピンシリーズ「キヨーレオピン」を主力とする大衆薬メーカー。1972年米国に現地法人ワクナガ・オブ・アメリカ(WOA)を設立、キョーリック(KYOLIC)ブランドとして、2016年時点では世界50か国以上で販売している。広島事業所では、医薬品や健康補助食品、試薬・診
695,ギリアド・サイエンシズ株式会社,medical,training,主に、医療用医薬品の製造・販売を行っている会社。また、新薬の研究・開発事業や、偽造医薬品の対策も手
696,銀座ステファニー化粧品株式会社,medical,training,化粧品や健康食品および医薬部外品などの製造や輸出入、販売を手掛ける。主に、プラセンタ原液や化粧水、美容液およびクッションファンデーション
697,バルサン株式会社,medical,training,レック株式会社の関連会社として、家庭用および業務用のくん煙殺虫剤
698,岩城製薬株式会社,medical,training,ジェネリック薬などの医療用医薬品やうがい薬などの一般用医薬品、原料用医薬品、ファインケミカル製品などの製造および卸売を行う。ま
699,株式会社ＤＮＰファインケミカル,medical,training,製品カテゴリーはディスプレイ材料、機能性材料、記録材料、分散加工材料、電子工業用材料、医療材料の6つに分かれる。ディスプレイ材料は液晶ディスプレイのカラーフィルターと透明材料、機能性材料はタッチパネルやLCDの絶縁材料とUV硬化型樹脂、記録材料はインクジェットプリンター用のインク、分散加工材料は各種分散体
700,有機合成薬品工業株式会社,medical,training,日持ち向上剤や調味料として食品に用いられるグリシンなどのアミノ酸の製造・販売を手掛ける。また、タイヤコード接着剤原料やシリコン化合物などの工業用機能性材料の原料、農薬・飼料などの農工業製品の製造や販売も行う。さらに、抗ヘパリン薬の硫酸プロタミ
701,ミヤリサン製薬株式会社,medical,training,酪酸菌である「宮入菌」を使用して医薬品の製造と販売を行っている。一般用医薬品の「新ミヤリサンアイジ整腸薬」や
702,株式会社シノテスト,medical,training,血清学的検査や血液的検査などの臨床検査のほか、生化学的検査などの研究検査を請け負っている。また医療施設向け臨
703,株式会社大石膏盛堂,medical,training,「冷感ユーシップMS」などのパップ剤や、「ビーエスバンFRテープV」などのテープ剤など一般医薬品の製造と販売を行う。また、「
704,第一三共エスファ株式会社,medical,training,第一三共グループの国内子会社で、ジェネリック医薬品事業を展開する。薬剤取違え防止や飲み間違いなどによ
705,日本薬品工業株式会社,medical,training,日本ケミファグループの生産拠点として、ジェネリック医薬品を中心に製造・販売している。主に、
706,仙台小林製薬株式会社,medical,training,小林製薬株式会社の主要商品である芳香剤「ブルーレット」や「アイボ
707,森下仁丹株式会社,medical,training,ヘルスケア製品「メディケアシリーズ」などの製造および販売を行う。また、シリーズ製品には口唇炎・口角炎治療薬「デンタルピルクリーム」、日焼け・火傷治療薬「パンパス軟膏」、医療パッド「ハイドロウェット」なども取り扱う。さらに、口中清涼剤「仁丹」、のど飴「梅仁丹」、機能性表示食品「ヘルスエイドビフィーナ
708,東洋カプセル株式会社,medical,training,カプセルの充填やハードカプセル・錠剤の製造を中心に、医薬品や栄養補助剤、食品の製造と販
709,ＣＳＬベーリング株式会社,medical,training,献血で得られた血液を遠心分離し、血漿成分を蓄えて治療に有用なタンパク質を精製した血漿分画製剤の製造が得意分野。その
710,マイラン製薬株式会社,medical,training,ジェネリック医薬品や新薬の製造および販売のほか輸入を行っている。主にがんや感染症、メタボリ
711,株式会社医学生物学研究所,medical,training,自己免疫疾患検査薬やがん関連検査試薬などの免疫血清学検査試薬に加えて、感染症検査試薬などの遺伝子検査試薬の研究および製造、販売を行う臨床検査薬事業を手掛ける。また、研究用の抗体やキットのほか、T細胞の検出に用いるMHCテトラマーなどのテトラマー試薬の開発や製造、販売を手掛けるLSTR事業も行う
712,ジャパンワクチン株式会社,medical,training,グラクソ・スミスクライン株式会社と第一三共株式会社との共同出資会社として、予防ワクチンの臨床開発・販売を行っている
713,リバテープ製薬株式会社,medical,training,医薬品と医薬部外品の開発製造販売を行う。フレックスケアをはじめとする、救急絆創膏や防水パット等の製品を取
714,ノーベルファーマ株式会社,medical,training,2003年創業の創薬ベンチャー企業。既存の製薬会社が手がけないアンメットニーズ医薬品（まだ有効な治療法が確立されていない医療分野や疾患）の研究開発に特化している。同業他社が研究成果や学会発表をもとに医薬品の開発に着手するのと異なり、患者団体や医療機関の要望をリサーチする。研究所・工場は持たず大学などの研究機関に委託し、製造
715,救急薬品工業株式会社,medical,training,湿布などに使用される、鎮痛消炎効果がある貼付剤のパップ剤・プラスター剤を製造する会社。また、全身作用型テープ剤
716,株式会社日本点眼薬研究所,medical,training,ジェネリック医薬品を中心とした点眼薬や体外診断用医薬品、医療用機器の研究開発、製造・販売を行うメーカーである。また、「PF
717,ダイヤ製薬株式会社,medical,training,多機能パップ剤などの経皮吸収医薬品の製造や販売を行う。また、貼る化粧水などの化粧品の製造や販売も手掛けている。その他、
718,日本チバガイギー株式会社,medical,training,スイスを本拠地とする、ノバルティス株式会社の子会社として、日本国内向けに医薬品の製造を手掛けている。また、兵庫県篠山市に工
719,シスメックス国際試薬株式会社,medical,training,シスメックス株式会社の子会社であり、臨床検査用試薬の製造および販売を行う。取り扱う試薬は化学材料試薬や生化学、免疫
720,日水製薬株式会社,medical,training,微生物学的診断用薬や免疫血清学的診断用薬といった臨床診断薬の他、微生物学的検査薬や免疫血清学的検査薬などの産業検査薬の製造および販売を行う。また、海外では臨床診断薬事業に関する抗体OEMビジネスを行う他、菌数測
721,株式会社ポーラファルマ,medical,training,ニキビや水虫など、皮膚関連領域の疾患に関する基礎研究を行う。また、医薬品や化粧品の開発・販売も手掛けており、生産は主に「株式会社
722,藤本製薬株式会社,medical,training,再発・難治性の多発性骨髄腫や、抗らい性結節性紅斑剤の治療薬のサリドマイド製剤の製造・販売を行う。また、便秘治療
723,室町ケミカル株式会社,medical,training,医薬品の製造・卸売、イオン交換樹脂や給排水処理装置の設計・卸売などをメイン事業として手掛けている。また
724,明治薬品株式会社,medical,training,一般医薬品を中心として、医薬品や工業薬品の製造・販売を行っている。また、美容関連を中心とした独自のサプ
725,東光薬品工業株式会社,medical,training,ラクールグループの中核会社で、グループ製品の総合的な企画や研究開発、製造および卸売を行う。消炎鎮痛剤やステロイド剤、保湿剤
726,十全化学株式会社,medical,training,医薬品原薬および中間体の製造を請け負う。また、治験薬の受託製造等の医薬品の開発支援および原薬
727,光製薬株式会社,medical,training,｢ガドテリドール静注シリンジ｣｢レボフロキサシン点滴静注バッグ500mg｣などをの医薬品を製造している。また、｢アレンドロ
728,株式会社伏見製薬所,medical,training,工業薬品、医薬品を取り扱う会社。製造販売業(医薬品、工業薬品、食品、その他) が主な事業で、安息香酸・安息香酸ナトリウム（保存剤・防腐剤）やX線造影剤（硫酸バリウム）といった国内トップシェアの商品を持つ。同時に多糖類、微生物、植物へと研究の領域を広げ、近年は有機・無機化学製品を柱に化粧用パフ
729,株式会社アラクス,medical,training,一般用医薬品を中心に医薬品の製造・卸売を手がける。頭痛薬「ノーシン」や生理痛薬「ノーシンピュア」などが主
730,株式会社エヌ・エム・アイ,medical,training,調剤薬局の経営、医薬品の販売、介護用品のレンタル及び販売を行う会社。上質な医療を提供し、信頼され選ばれる「かかりつけ薬局」を目指し、地域医療・介護に貢献するという理念を持つ。調剤薬局の経営以外にも、家庭を中心とした日常生活の場で、必要な医療および看護・介護が行われるように在宅サービスの拡充を図っている
731,備前化成株式会社,medical,training,医薬品をはじめ、医薬部外品や健康食品素材、健康食品の研究から製造・販売を手掛けている。原材料から製品のパッケージまで、一貫して自社
732,クロレラ工業株式会社,medical,training,単細胞緑藻クロレラを使用した健康食品や医用部外品などの製造と販売を行う。また、土壌改良剤や葉面散布
733,井藤漢方製薬株式会社,medical,training,漢方を取り入れた医薬品や、医薬部外品・化粧品および健康食品などの製造・販売を行っている会社。「葛根湯エキス顆粒」「セ
734,東邦ホールディングス株式会社,medical,training,事業持株会社である東邦ホールディングス株式会社は、医薬品卸売事業運営会社の東邦薬品株式会社、調剤薬局事業管理会社のファーマクラスター株式会社という２つの事業会社を中核とし、医療、健康、介護分野に携わっている。他にも、医療機関の委託で治験事業を展開している。複数の事業の中でも特に、卸業での収益が高く、国内医薬品卸業界では4番手の売り上げを誇る。 医薬品卸としての機能だ
735,ビオフェルミン製薬株式会社,medical,training,整腸剤「新ビオフェルミンS」「ビオフェルミン便秘薬」といった「ビオフェルミン」シリーズの医薬品や指定医薬部外品の製造・販売を手がける。また、動物用医薬品や農薬、化粧品および医療機器の製造・販売も行う。さらに、食品や飲料品、食品添加物などの
736,シオノケミカル株式会社,medical,training,ジェネリック医薬品の製造・製品開発・企画・国内だけでなく世界各国から200品目以上の原薬輸入を行う会社である
737,ＳＢＩホールディングス株式会社,medical,training,証券・銀行・保険といった金融サービス事業、国内外のIT、バイオ、環境・エネルギー及び金融関連のベンチャー企業などへの投資や資産運用を行うアセットマネジメント事業、医薬品、健康食品及び化粧品等の開発・販売を行うバイオ関連事業の3つを中心に、幅広い事業を行っている。ソフトバンクの中間持株会社として設立された会社であるが、2006年にソフトバンクが保有していた株式を全て売却し、資本関係を解消させ、
738,皇漢堂薬品株式会社,medical,training,風邪薬やビタミン剤、下痢薬などの一般用医薬品を製造する。製造設備の集約化を進めて製造工程をコンピュータでチェックして、原材
739,吉田製薬株式会社,medical,training,酸化マグネシウム錠「ヨシダ」や、ヘキザック各種製剤や逆性石ケン液各種製剤などの殺菌消毒剤の製造・販売を行っている会社。また、ポピ
740,株式会社パナケイア製薬,medical,training,医薬品や健康食品の開発および製造を手掛ける。錠剤や顆粒、その他の剤型の製剤などを取り扱っており、製
741,武田ヘルスケア株式会社,medical,training,京都府を拠点に、武田コンシューマーヘルスケア株式会社のグループ企業
742,極東製薬工業株式会社,medical,training,体外診断用医薬品の臨床検査試薬や細菌検査用培地・試薬を始め、医療用器材や細胞培養関連等のバイオ関連製品の製造と販売を行っている。細菌検査用生培
743,シミズ薬品株式会社,medical,training,医薬品や健康食品、化粧品などを販売するドラッグストア「ダックス」を京都府内を中心に展開し
744,塩野香料株式会社,medical,training,香料の製造販売・輸出入を中心として、化成品・飲食料品や、医薬品・工業薬品その他化学製品の製造・販売を行う。飲料、冷菓など
745,大幸薬品株式会社,medical,training,軟便や下痢などに作用する「正露丸」「セイロガン糖衣A」や水なしで飲める下痢止め薬「ぴしゃっと下痢止めOD錠」などの一般用医薬品を製造し、販売する。また、医薬部外品「ラッパ整腸薬BF」や食品添加物アルコール製剤「クレベ＆アンド」、一般用衛星管理製品「クレベリン」など
746,藤本化学製品株式会社,medical,training,医薬品原薬や医薬中間体の研究・開発・製造を主力事業として行う会社である。また、化粧品原料や食品添加物、工業薬品な
747,ジエーピーエス製薬株式会社,medical,training,ドラッグストアおよび薬局向けや日本薬局製剤研究会会員向けの医療品、ならびに医療用医薬品の製品開発や製造およ
748,日東薬品工業株式会社,medical,training,一般医薬品、機能性食品を開発・製造する製薬会社の自社工場。創業当初から乳酸菌の研究を続けており、納豆菌やビフィズス菌などの菌末も
749,新新薬品工業株式会社,medical,training,消炎鎮痛薬などの医薬品の受託製造や受託開発、卸売等を行っている。また、動物用医薬
750,中山商事株式会社,medical,training,さまざまな研究施設、工場、大学、医療機関等に基礎研究用試薬や理化学機器を販売する専門商社。製品の提案から販売、納品、事後サポートまで一貫して行い、全国13営業所と茨城県日立の配送センターを活用し、迅速かつ的確な対応で顧客の信頼性を得ている。また、グループ会社の中山テクノスでは、廃水処理装置、システム設計・施工、特
751,エフピー株式会社,medical,training,抗多発性骨髄腫剤などを製造している藤本製薬株式会社のグループ会社で、医薬品の製造販売、
752,株式会社近江兄弟社,medical,training,外皮用薬である「メンターム」を中心とした、薬用リップスティックなど多数の医薬品や医薬部外品の製造及び販売を行う。その他
753,鶴原製薬株式会社,medical,training,ジェネリック医薬品を中心に、医薬品の開発及び製造・卸売を行なっている。300種類以上の自社ブランドの製品
754,金剛化学株式会社,medical,training,医薬品原薬の製造や医薬品原薬および中間体の受託製造を行っている。また、治験用原薬等の試験製造にも対応す
755,シオノギテクノアドバンスリサーチ株式会社,medical,training,親会社の塩野義製薬から委託を受け、塩野義製薬のパートナーとして連携し創薬研究を行っている。2014年に
756,マナック株式会社,medical,training,化学製品の製造及び販売を手掛けており、主に臭素化合物を中核とした少量多品種の生産を請け負い、グループ全体で、難燃剤・医薬・試薬・IT素材関連・工業薬品等を製造する。また、ファインケミカル事業では医薬、農薬、ハイテ
757,ニットーボーメディカル株式会社,medical,training,対外診断用医薬品や細菌迅速同定用前処理キットの販売、医療研究に必要な研究材料の
758,小林薬品工業株式会社,medical,training,便秘薬「ウエストンサラ」や風邪薬「ヒストミンエース錠EX」など一般医薬品の製造を手掛けている。また、鼻炎用薬品
759,太平化学産業株式会社,medical,training,リン酸や活性炭などを活用した製品を製造しており、おもに食品分野、医療分野で使用されている。また、歯科医院向けの除
760,シミックホールディングス株式会社,medical,training,新薬の臨床試験等の医薬品開発支援事業の先駆であり、業界を牽引しているシミックグループなどの純粋持株会社。医薬品の製
761,宝ホールディングス株式会社,medical,training,中核となるのは焼酎・みりん最大手の宝酒造である。「焼酎ハイボール」や「たからcanチューハイ」などソフトアルコール類が有力だが、高齢化に伴い焼酎は縮小傾向
762,白鳥製薬株式会社,medical,training,国際的なGMP及び米国食品医薬品局の規制に従った、医薬品の原薬や中間体の製造を行う。また、キラル化合物やIT分野で
763,大同薬品工業株式会社,medical,training,医薬品・医薬部外品、清涼飲料・炭酸飲料等のドリンク剤を製造・販売。武田薬品工業（アリナミンゼロ7）、田辺三菱製薬（アスパラドリンクDX）、ライオン（グロンサン）、エスエス製薬（エスカップ）をはじめ、大
764,共和クリティケア株式会社,medical,training,インドの製薬会社ルピングループに属し、注射剤やバッグ製剤および輸液製剤の製造・販売を行う。取扱
765,ファーマパック株式会社,medical,training,成形充填システムを用いた医薬品の受託製造を行っている。主に、点眼剤や入剤およびコンタクトレンズ装着薬などの
766,純正化学株式会社,medical,training,新たな化成品の製法の開発研究や製造の受託業務および試薬の製造・販売や輸出入などを行っている会社。受託製造ではグラム単位
767,小田島商事株式会社,medical,training,農薬や肥料および農業用資材をはじめ、動物用医薬品や畜産用機器の製造から販売までを手掛ける。その他、家畜用飼料の製造や
768,株式会社日本生物製剤,medical,training,肝機能障害の治療薬であるヒト胎盤製剤「ラエンネック」などの医療用医薬品の製造および販売を手掛ける。また、単回使用皮下注射用針「JBPナノニードル
769,堀井薬品工業株式会社,medical,training,バリウム造影剤や発泡剤・消泡剤、経口表面麻酔剤などの消化管検査関連の薬を製造・販売している会社。また潰瘍性大腸炎の治療剤などの製造も
770,東洋製薬化成株式会社,medical,training,軟膏や錠剤、顆粒・液剤などの局方医薬品を医療機関に向けて販売している。自社開発だけでなく、受託製造も行
771,ジェイドルフ製薬株式会社,medical,training,医療用医薬品の製造を行っている会社。痔と便秘に特化した大腸肛門医療用医薬品を専門に製造・販売している。固形剤から軟膏剤まで、様
772,ナガセ医藥品株式会社,medical,training,医療用医薬品や動物用医薬品の開発および製造、受託を行う。抗がん剤などの高活性医薬品を含
773,大蔵製薬株式会社,medical,training,経口ゼリー剤の開発・生産受託を行い、顧客の問い合わせに応じてカップ型やスティック型のものを製造。さらに感染症を中心に簡便かつ迅速な判定が可能な
774,阿蘇製薬株式会社,medical,training,救急絆創膏である「デルガード救急バン」や、「リフレッシュ救急バン」などの卸売を行う。
775,スガイ化学工業株式会社,medical,training,医薬品や農薬の中間物を製造・販売する。取り扱う医薬品中間物は、循環器系や呼吸器系、中枢神経系などの治療薬の開発に用いられている。さらに、電子材料や樹脂、情報記憶材料などの機能性材料や染料および顔料の中間物の製造も行う。加えて、家庭用洗剤
776,株式会社科薬,medical,training,医薬品の製造を行っており、企業のOEM製造を主力事業としている。株式会社ポーラファルマに対して、「ルリコン」や「アローゼ
777,皇漢堂製薬株式会社,medical,training,医療関係施設へのジェネリック医薬品や一般向けの医薬品の開発や製造をしている。さまざまなジェネリック医薬品の他に、一般向けの霊芝や漢方薬、風
778,株式会社ミズホメディー,medical,training,事業は感染症抗体、ホルモンなどの体外診断用医薬品事業の一事業であるが、その中で病院・開業医分野、OTC・その他分野の2分野を展開している。病院・開業医分野では国内外の医療機関向けに患者の健康状態、疾患の有無や治療の経過などを診断するための生化学検査薬、免疫血清検査薬を製造販売している。主力製品は診断分野の中で最も市場規模の大きい免疫血清検査薬。インフルエンザから腎・肝機能の検査など、検査薬の種類は幅広い。 14年度は、インフルエンザの流行がずれるなど予想外の事態が起こり市場に検査薬が不足する事態となったが、ミ
779,立山化成株式会社,medical,training,医薬品原薬および中間体化合物の受託製造を請け負う。また、工業用原料や電子材料の製造も手掛ける。そのほか、
780,株式会社プラザ薬局,medical,training,2017年度時点で、大阪市、吹田市、八尾市などに22店舗を展開する会社。他に、介護・福祉用品の貸与および販売、医院開業
781,バイオジェン・ジャパン株式会社,medical,training,「神経」「血液」「免疫」という3つの疾患分野を重点領域とする医薬品の開発や製造および販売を行っている。多発性硬化症治療薬「アボネックス」「タイサ
782,株式会社カイノス,medical,training,腎機能検査試薬や肝機能検査試薬などの生化学検査試薬の開発、製造および販売を行う。また、輸血機能検査試薬や癌マーカー検査試薬などの免疫検査試薬の研究開発、製造ならびに販売も手掛けるほか、スペインのGrifols社の輸血検査用機器、試薬の輸入販売にも携わる。また、遺
783,株式会社中外医科学研究所,medical,training,中外製薬のグループ会社として、医薬品の開発・研究を行っている。主に実験動物や培養細胞を用いた薬効・薬理試験や、抗体
784,相互産業株式会社,medical,training,医療用酸素製造設備を備え、医療用各種ガスを製造している。また、医療ガスや吸引の供給源と手術室、病室などをつなぐ「集中配管管理方式」を提案している。在宅
785,株式会社オフテクス,medical,training,コンタクトレンズケア製品の研究開発・製造・販売を行っている。「バイオクレン」ブランドでコンタクトレンズケア製品を展開。コンタクトレンズの輸
786,ゾエティス・ジャパン株式会社,medical,training,家畜およびペットのためのワクチンや寄生虫駆除剤、抗菌剤や飼料添加物などの製造や卸売を行う。また、ノミやダニに関する
787,株式会社セプタ,medical,training,調剤薬局「フタツカ薬局」の運営をおこなう。在宅医療事業では、顧客宅へ直接訪問し、薬物治療管理などを行って
788,株式会社コーナン薬局,medical,training,保険調剤薬局という業態に特化した会社。お薬カレンダーの作成や数種類の医療機関のお薬を一包化したり、患者とのコミュニ
789,株式会社サカエ,medical,training,半導体製造装置用やヒーターユニットなどのヒーター部品、および医療機器の製造や販売を行う。グリコヘモグロビン分析装置「A1c Gear」シリーズの開発
790,秋山錠剤株式会社,medical,training,医薬品や健康食品の受託製造と医薬品の製剤研究を行っている。ローヤルゼリーやウコン、ビタミンC
791,ベーリンガーインゲルハイム製薬株式会社,medical,training,医療用医薬品、アニマルヘルス、およびバイオ医薬品の受託製造の3分野において事業展開する製薬会社の下で、日
792,株式会社三菱ケミカルホールディングス,medical,training,三菱グループを代表する総合化学持株会社。2017年4月に傘下の3化学子会社を統合して「三菱ケミカル」に社名変更予定。2005年に三菱化学と三菱ウェルファーマが共同持株会社方式で統合し、2016年4月時点で国内首位の三菱化学、田辺三菱製薬、三菱樹脂、三菱レイヨンを擁している。世界の化学メーカーランキングにおいて(2015年度時点)日本のトップである11位である。 設立の2005年から競争力の低下した汎用化学製品(総合化学メーカーの要である
793,株式会社タウンズ,medical,training,インフルエンザ検査キット「イムノエース Flu」をはじめ各種検査キットの製造・販売を行う。O157検査薬「
794,ホシエヌ製薬株式会社,medical,training,医療用医薬品・一般用医薬品を受託し、製造を行っている会社である。また、グループ会社である田村薬品工業株式会社において
795,日昭産業株式会社,medical,training,ケンタッキーフライドチキンの各店舗に包装資材や店舗の必需品などの供給を手掛ける。
796,本草製薬株式会社,medical,training,肥満症患者向け医薬品「本草 防風通聖散エキス錠」などの医薬用漢方薬の製造・販売を行う。また、便秘薬や風邪薬をはじめ、水
797,株式会社和漢薬研究所,medical,training,天然物を主原料とした生薬製剤を取り扱う、カポニー産業株式会社の製造部門として設立された会社。自然薬「松寿
798,日本粉末薬品株式会社,medical,training,生薬やハーブなどを用いて医薬品や健康食品・化粧品の原料を製造している会社である。具体的には、世界各国の生産地から輸入した
799,大協薬品工業株式会社,medical,training,医療用医薬品から、「カールバンN」などの外用剤や「龍角散ダイレクト」などの一般医薬品の開発と製造を行う。ま
800,株式会社そーせい,medical,training,アルツハイマー病や統合失調症、がん免疫、各種依存症等に関する医薬品の開発に取り組むそーせいグル
801,株式会社タキザワ漢方廠,medical,training,漢方煎薬を中心に医薬品や化粧品、健康食品などの販売を行っている。販売方法は漢方知識のある薬局や薬店の店頭で利用者の症状など
802,株式会社ミノファーゲン製薬,medical,training,肝臓やアレルギー性疾患の治療薬であるグリチルリチン製剤「強力ネオミノファーゲンシー」「グリチロン配合錠」の製造や
803,株式会社トクホン,medical,training,一般用医薬品の製造や販売を行っている。一般用の取扱製品としては、プラスター剤やハップ剤、液剤、エアゾール剤などの第二・第
804,大洋薬品大阪販売株式会社,medical,training,大阪を中心に調剤薬局の店舗を8店舗構えている。また、ジェネリック医薬品の販売も同時に行っている。その
805,フナコシ株式会社,medical,training,研究用試薬と機器の輸入、製造、販売などを行っている会社である。機器は具体的に、ゲル撮影、解析システムや分
806,イハラニッケイ化学工業株式会社,medical,training,塩素化の研究開発や、農薬・医薬品の製造・販売を行っている。主に、トルエン塩素化や精密蒸留技術をベースにする開発を行う。また、農業原料や染料をはじめ、トル
807,日本薬品開発株式会社,medical,training,医薬品や医薬部外品および化粧品の製造および販売を行っている。また、健康補助食品「
808,藤永製薬株式会社,medical,training,医療用医薬品の開発と製造を行っており、第一三共株式会社を総販売元としている。精神科や皮膚科・小児科領域を中心に手掛け、過
809,ユーロフィン分析科学研究所株式会社,medical,training,1996年に藤沢薬品のグループ企業として発足し、山之内製薬との合併によりアステラス製薬のグループ企業となった会社で
810,株式会社旭薬調剤センター,medical,training,調剤薬局「みどりがおか薬局」「ホクト薬局」「ナナカマド薬局」の運営を手掛ける。また、医薬品や医薬部外品などの製造、調剤および在宅訪
811,株式会社ウチダ和漢薬,medical,training,主な販売商品は生薬や医薬部外品であり、中でも牛黄カプセルが主力商品。他にもOEM生産をはじめ医薬部外品の輸入
812,大木製薬株式会社,medical,training,医薬品を中心に、化粧品や健康食品・一般医療機器などの製造を行っている。取扱商品は「キズクリアガードS」や漢方「大木
813,エルメッド株式会社,medical,training,付加価値型ジェネリック医薬品の研究開発や製造、販売を行う。また、エーザイ株式会社のグループ会社で、高齢者が服薬しやすいような
814,株式会社サエグサ,medical,training,風邪薬などの医薬品や漢方薬、健康食品などの製造と販売を手掛ける。また、配置薬を販売する「サエグサ薬品」を運営し、申込者宅へ薬箱を置
815,第一薬品工業株式会社,medical,training,「赤玉はら薬」や「六神丸」などオリジナル医薬品の製造および販売を行う。その他、健康食品や化粧品
816,株式会社九州メディカル,medical,training,配置薬事業を行う株式会社IHMのグループ企業である。医薬品や健康補助食品の販売を行っている。取り扱っている商品は、ネオ真治内服液「
817,株式会社ニッポンジーン,medical,training,制限酵素やプラスミドなどの遺伝子工学研究に必要な試薬や妊娠検査薬や排卵検査薬の開
818,株式会社ＪＣＬバイオアッセイ,medical,training,医薬品の分析、開発、受託研究業務を行っている。医薬品の服用時に人体に及ぼす影響を分析する技術を強みとしている。株
819,みどり化学株式会社,medical,training,医薬品の原末や中間体をはじめ、化粧品や香料などの原料薬品の製造を手掛ける。また、光酸発生剤や液晶原料などの電子関連
820,日新薬品工業株式会社,medical,training,トローチ剤、ドリンク剤が主力の一般医薬品メーカー。高品質で有効性・安全性の高い製品を社会に提供することを基本理念とし、一般用トローチ剤の国内トップシェアを誇る。 長年一般用医薬品の製造に取り組んできた経験を活かし、これからの健康社会の基盤となるセルフメディケーションを推進する。
821,株式会社栃本天海堂,medical,training,一般用医薬品である漢方薬や健康食品の製造・販売を行う。病院や医療関係者向けに漢方薬及び原料
822,浜理薬品工業株式会社,medical,training,医薬品原薬や中間体、健康食品、化粧品などの有効成分を製造し、製薬会社や化粧品メーカーなどに販売する。新薬の開発にも積極的に取り
823,万協製薬株式会社,medical,training,軟膏剤、クリーム剤、外用液剤などの外用薬を中心とした受託製造を行う。主な製造商品は「オノフェH軟膏EX」「ヒフー
824,滋賀県製薬株式会社,medical,training,主にドラッグストア等で販売されている風邪薬や目薬等の医薬品を製造している。また、痛み止めや漢方薬等の一般用医薬品の製造
825,株式会社ジャパンビューティプロダクツ,medical,training,UVミルクやピーリングジェルおよびクレンジングバームなど、基礎化粧品の製造ならびに販売を手掛ける。また、まつ毛美容液やアイプチなどの化粧品の製造お
826,東海カプセル株式会社,medical,training,医薬品のソフトカプセルの製造を行っている。薬液の調製および充填からPTP包装・瓶詰め等の包装作業まで一貫して手がける点が強みである
827,株式会社夢実耕望,medical,training,医薬品や健康食品の錠剤、ハードカプセルの容器充填や袋詰および包装を行う。食品メーカーからの受託製造
828,日興製薬株式会社,medical,training,医療用医薬品や一般用医薬品の製造および受託製造を行う。また、医薬部外品や食品添加物、ならびに工業用薬品
829,株式会社片山製薬所,medical,training,医薬品原薬・中間体受託製造を行っている会社。研究部門と製造部門との連携により、少量の数kgから数トンオーダーのマルチステップ
830,昭和薬品化工株式会社,medical,training,歯周病治療剤などの歯科医療薬や歯科治療器具の製造・販売をしている。また、歯科に関する懇話会・講
